,Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery = t.riderReachesRestaurant - t.orderIn
,336,10174,19,10263.1852,10658.61914,484.6191394,395.4339389,89.18520057
,337,10208,19,10653.13818,11151.58577,943.5857708,498.44759,445.1381808
,338,10239,19,10907.90732,11078.7552,839.7552035,170.8478856,668.9073179
,339,10268,19,10589.7903,10997.89446,729.8944578,408.1041534,321.7903044
,340,10294,19,10892.17138,11266.05906,972.0590638,373.8876837,598.1713801
,341,10327,19,10885.60541,11583.15827,1256.158272,697.5528654,558.6054063
,342,10353,19,11017.20855,11446.15377,1093.15377,428.9452179,664.2085516
,343,10392,3,10523.64346,11342.38945,950.3894502,818.7459924,131.6434579
,344,10422,3,10932.247,11349.55384,927.5538406,417.3068415,510.246999
,345,10448,3,11054.90115,11431.9701,983.9701044,377.0689592,606.9011452
,346,10479,3,10951.84776,11295.22073,816.2207307,343.3729751,472.8477556
,347,10510,23,10669.66527,11323.2523,813.2523004,653.5870256,159.6652749
,348,10535,19,10955.31536,11136.47275,601.4727479,181.1573901,420.3153578
,349,10566,15,10809.2879,11126.38725,560.3872488,317.0993535,243.2878953
,350,10609,18,10756.23111,11213.90458,604.9045752,457.6734644,147.2311108
,351,10647,3,10683.01389,11054.24562,407.2456198,371.2317336,36.01388621
,352,10672,8,10824.86923,11744.43108,1072.431077,919.5618522,152.8692252
,353,10709,2,10738.06888,11386.67354,677.6735399,648.6046562,29.06888371
,354,10736,20,10906.20576,11589.3646,853.3645973,683.1588395,170.2057578
,355,10779,14,10863.20214,11608.72544,829.7254439,745.5233061,84.20213774
,356,10818,19,11039.02036,11632.35753,814.3575333,593.3371723,221.0203611
,357,10840,3,10954.47707,11233.07714,393.0771437,278.6000718,114.4770719
,358,10863,7,10953.02777,11437.82051,574.8205127,484.7927392,90.02777349
,359,10890,7,11631.5558,11791.5558,901.555797,160,741.555797
,360,10918,7,11408.97861,11742.05218,824.0521801,333.0735654,490.9786146
,361,10951,13,11027.00658,11849.88992,898.889924,822.8833453,76.00657866
,362,10976,15,11318.34778,12371.78596,1395.785957,1053.43818,342.3477764
,363,11009,7,11415.90662,11690.71019,681.7101894,274.8035662,406.9066232
,364,11031,10,11263.7939,11614.1266,583.1265993,350.332699,232.7939003
,365,11063,10,11585.34567,12254.10946,1191.109456,668.7637849,522.345671
,366,11102,31,11220.29624,11742.41596,640.4159564,522.1197181,118.2962383
,367,11127,31,11543.58132,11692.5142,565.5141954,148.9328708,416.5813246
,368,11153,31,11367.89532,11552.61132,399.6113216,184.7159982,214.8953234
,369,11179,31,11786.10872,12050.41347,871.4134701,264.3047483,607.1087217
,370,11212,31,11369.81318,11825.44571,613.4457081,455.6325274,157.8131807
,371,11251,31,11622.67997,11968.3648,717.3647974,345.6848276,371.6799699
,372,11275,23,11455.00556,12266.10912,991.1091247,811.1035692,180.0055555
,373,11308,3,11561.66316,11941.96041,633.9604146,380.2972522,253.6631625
,374,11338,18,11691.22089,11931.46452,593.4645204,240.2436263,353.2208941
,375,11364,31,11659.90032,11991.24003,627.2400259,331.3397048,295.9003211
,376,11393,20,11494.8332,11874.63578,481.6357772,379.8025803,101.8331969
,377,11423,2,11477.12947,12381.60391,958.6039074,904.474433,54.12947441
,378,11448,28,11543.25755,12389.71014,941.7101432,846.4525976,95.25754563
,379,11485,7,11694.0947,11965.6863,480.6863021,271.5916052,209.0946969
,380,11515,10,11578.33748,11827.57632,312.5763194,249.2388413,63.33747812
,381,11554,28,11877.34811,12218.66468,664.6646782,341.3165686,323.3481096
,382,11585,33,11690.68822,12300.66609,715.6660892,609.9778685,105.6882207
,383,11608,33,11930.41898,12660.49911,1052.499115,730.0801326,322.4189821
,384,11642,18,12162.21246,12926.22293,1284.222928,764.0104711,520.2124566
,385,11676,13,11878.71408,12537.48946,861.4894634,658.775379,202.7140844
,386,11695,30,11909.00935,12151.77878,456.7787835,242.7694379,214.0093456
,387,11724,30,11922.49433,12509.50029,785.5002949,587.0059625,198.4943324
,388,11754,30,12676.70255,13381.70539,1627.705389,705.0028369,922.7025523
,389,11791,28,12002.78291,12270.12913,479.1291252,267.3462175,211.7829077
,390,11815,30,11964.75313,12089.38459,274.3845869,124.6314567,149.7531302
,391,11844,20,12235.31573,13010.21185,1166.211851,774.8961221,391.3157293
,392,11881,10,11959.00641,12641.17354,760.1735449,682.1671349,78.00640999
,393,11913,31,12082.30741,12197.74138,284.7413765,115.4339638,169.3074127
,394,11935,3,12017.29824,12697.3997,762.3997012,680.101463,82.29823813
,395,11966,30,12132.82026,12661.91855,695.9185521,529.0982895,166.8202626
,396,11997,34,12092.00526,12469.92721,472.9272126,377.9219496,95.00526301
,397,12029,34,12768.98176,13550.58268,1521.582678,781.6009212,739.9817565
,398,12055,33,12168.67207,12891.77165,836.7716524,723.0995782,113.6720742
,399,12082,8,12239.49603,12661.71043,579.7104322,422.2144005,157.4960317
,400,12115,16,12196.00617,12722.97202,607.9720159,526.9658433,81.0061726
,401,12157,16,12726.41549,13019.28065,862.2806465,292.8651567,569.4154898
,402,12187,16,12448.16853,12719.70121,532.7012148,271.5326868,261.168528
,403,12211,16,12599.85473,13070.91417,859.9141729,471.0594442,388.8547287
,404,12242,16,12816.84955,13508.18015,1266.180147,691.3306011,574.8495455
,405,12270,16,13140.35912,13206.12385,936.1238535,65.76473219,870.3591213
,406,12304,16,12459.29327,13191.54801,887.548008,732.2547371,155.2932709
,407,12327,15,12640.47887,12954.98483,627.9848287,314.5059618,313.4788669
,408,12362,23,12439.00649,12729.69705,367.6970504,290.6905571,77.00649323
,409,12390,13,12585.23319,13102.45365,712.4536498,517.2204559,195.2331939
,410,12414,14,12534.16655,13098.5113,684.5113039,564.3447528,120.1665511
,411,12449,6,12503.91812,13040.29579,591.2957863,536.3776655,54.91812087
,412,12472,6,13318.68884,14099.50893,1627.508927,780.8200817,846.6888449
,413,12502,6,13074.71721,14027.96954,1525.969535,953.2523276,572.7172077
,414,12537,14,12909.93029,13977.75518,1440.75518,1067.824892,372.9302884
,415,12565,8,12893.95592,13143.43538,578.4353822,249.4794581,328.9559241
,416,12594,23,12795.85391,13034.68858,440.6885784,238.8346708,201.8539076
,417,12621,32,12663,13150.46897,529.4689734,487.4689734,42
,418,12654,32,12937.71993,13290.1756,636.1756033,352.455671,283.7199323
,419,12681,32,13643.04418,13853.24646,1172.246461,210.2022835,962.0441778
,420,12710,32,13035.22761,13840.82801,1130.82801,805.6003972,325.2276126
,421,12737,34,12996.30677,13344.34412,607.3441225,348.0373543,259.3067681
,422,12755,30,12827.23573,13204.64002,449.6400177,377.4042925,72.23572523
,423,12792,18,13062.02963,14022.02963,1230.029628,960,270.029628
,424,12815,5,12935.41595,13401.69162,586.6916153,466.2756695,120.4159458
,425,12851,5,13404.14736,13897.4272,1046.427198,493.2798394,553.1473583
,426,12876,5,12968.02174,13086.22918,210.2291813,118.2074448,92.02173656
,427,12903,5,13713.78049,14674.09398,1771.093979,960.3134905,810.7804882
,428,12930,5,13430.27392,13691.01326,761.0132584,260.7393334,500.273925
,429,12957,5,13223.80705,13387.32157,430.3215717,163.5145253,266.8070464
,430,12993,5,13539.61595,13621.62205,628.6220503,82.00609733,546.6159529
,431,13020,5,13689.20027,14344.20103,1324.201032,655.0007634,669.200269
,432,13048,5,13542.16192,14172.45867,1124.458672,630.2967555,494.1619168
,433,13086,5,13779.09812,14372.26336,1286.263356,593.1652384,693.0981172
,434,13115,5,13593.77448,13888.42003,773.420027,294.6455498,478.7744772
,435,13147,16,13410.3192,13701.84793,554.8479272,291.5287293,263.3191979
,436,13171,32,13465.71512,13666.64296,495.6429644,200.9278477,294.7151167
,437,13200,20,13338.17742,13587.43432,387.4343178,249.2568956,138.1774222
,438,13234,20,13483.2569,14334.05241,1100.052406,850.7955101,249.2568956
,439,13268,30,13514.67793,14359.35361,1091.353605,844.6756774,246.6779277
,440,13292,5,13870.60003,14170.5817,878.5817007,299.9816661,578.6000346
,441,13316,10,13496.20544,13564.23484,248.2348437,68.02940541,180.2054383
,442,13343,10,13583.24363,13871.16723,528.1672273,287.923601,240.2436263
,443,13368,6,13516.82204,14036.87012,668.8701161,520.0480747,148.8220414
,444,13400,26,13486.57944,14218.92089,818.9208937,732.3414504,86.57944329
,445,13423,26,13960.78527,14906.27192,1483.27192,945.4866472,537.7852731
,446,13443,26,13635.52013,14414.84355,971.8435533,779.3234245,192.5201288
,447,13476,26,13590.17968,13956.16602,480.1660215,365.9863385,114.179683
,448,13511,26,13921.74688,14432.04581,921.0458127,510.298932,410.7468807
,449,13536,26,13961.44095,14627.84923,1091.849231,666.4082833,425.4409477
,450,13562,26,14144.40278,14382.29561,820.2956146,237.892833,582.4027816
,451,13601,26,14178.74129,15226.68976,1625.689764,1047.948472,577.7412916
,452,13632,10,13836.07107,14693.04715,1061.047145,856.976079,204.0710661
,453,13661,32,13978.18922,14505.83019,844.8301944,527.6409764,317.189218
,454,13689,6,13849.02812,14542.96256,853.9625575,693.9344349,160.0281225
,455,13720,33,14020.56281,14796.20319,1076.203186,775.6403806,300.5628054
,456,13752,28,14312.35703,15081.70091,1329.700905,769.3438763,560.357029
,457,13777,5,13924.18888,14226.38914,449.3891436,302.2002647,147.1888789
,458,13802,28,14270.81233,14517.81233,715.8123292,247,468.8123292
,459,13837,23,13882.12206,14177.12884,340.1288363,295.0067796,45.12205669
,460,13876,23,14228.93059,15126.74237,1250.742372,897.8117843,352.9305881
,461,13906,15,14088.12358,14703.41051,797.4105094,615.2869249,182.1235844
,462,13935,8,14000.96969,14593.98318,658.9831806,593.0134906,65.96969001
,463,13966,8,14193.20035,14663.93701,697.9370089,470.7366567,227.2003521
,464,13984,7,14017.37664,14862.15176,878.1517565,844.775118,33.37663854
,465,14009,7,14434.04235,14890.07086,881.0708587,456.0285079,425.0423508
,466,14044,15,14143.0404,15115.72534,1071.72534,972.6849439,99.0403958
,467,14074,7,14229.72412,15003.82553,929.8255296,774.1014145,155.724115
,468,14103,16,14286.46934,14912.31597,809.3159701,625.8466266,183.4693435
,469,14130,8,14245.27798,14718.50098,588.5009766,473.2229918,115.2779848
,470,14165,17,14310.23085,14735.1073,570.1073033,424.8764526,145.2308507
,471,14187,17,14640.86342,15306.53751,1119.53751,665.6740944,453.8634156
,472,14226,17,14965.25638,15374.26127,1148.261273,409.0048899,739.2563831
,473,14257,17,14490.34524,14785.80759,528.8075873,295.4623495,233.3452378
,474,14290,17,14812.91682,15112.45313,822.4531277,299.5363083,522.9168194
,475,14327,17,14780.76646,15005.17011,678.1701139,224.4036542,453.7664598
,476,14357,17,15070.26853,15636.56351,1279.563509,566.2949761,713.2685329
,477,14377,17,14565.04255,15143.7048,766.7047987,578.6622504,188.0425484
,478,14412,17,15191.41645,15728.52444,1316.524445,537.1079966,779.4164484
,479,14441,17,14636.34585,15287.34892,846.3489193,651.0030722,195.3458472
,480,14468,17,15061.41217,15210.07285,742.0728545,148.6606875,593.412167
,481,14501,17,15056.56278,15672.9474,1171.947398,616.3846202,555.5627777
,482,14539,17,14893.62233,15446.84019,907.8401938,553.2178594,354.6223343
,483,14573,17,15340.87043,15822.6432,1249.6432,481.772768,767.8704318
,484,14605,17,15531.39354,16139.69035,1534.690347,608.2968026,926.3935449
,485,14638,16,14764.08727,15652.09628,1014.09628,888.009009,126.0872714
,486,14666,33,15001.96577,15308.04583,642.045827,306.0800549,335.9657721
,487,14701,26,15074.79272,15847.28285,1146.282853,772.4901294,373.7927233
,488,14737,5,15339.61845,15666.65668,929.6566772,327.0382241,602.6184531
,489,14774,23,14899.29964,15396.33887,622.3388747,497.0392339,125.2996409
,490,14808,7,14930.06556,15981.73328,1173.733279,1051.667723,122.0655562
,491,14836,28,15239.72515,15698.5857,862.5856993,458.8605453,403.725154
,492,14859,33,15180.56648,15821.10766,962.1076558,640.5411774,321.5664784
,493,14894,9,15034.35669,15633.17636,739.1763608,598.8196724,140.3566885
,494,14921,9,15466.80033,15784.29206,863.292062,317.4917322,545.8003298
,495,14945,9,15482.23924,16202.33993,1257.339926,720.1006874,537.2392391
,496,14965,9,15571.89126,16034.82646,1069.826459,462.9352006,606.8912588
,497,15005,9,15526.48346,16013.05925,1008.059252,486.5757906,521.4834609
,498,15034,17,15149.15642,15451.85098,417.8509809,302.6945655,115.1564154
,499,15067,15,15500.04157,15939.69712,872.6971154,439.655547,433.0415684
,500,15087,23,15222.59499,15597.52164,510.5216447,374.9266595,135.5949852
,501,15107,26,15157.15974,15589.07872,482.0787187,431.9189739,50.15974482
,502,15142,20,15222.04998,16114.91112,972.9111158,892.8611314,80.04998438
,503,15171,3,15282.82576,15859.83962,688.839622,577.0138647,111.8257573
,504,15202,3,15390.50995,15551.09949,349.0994856,160.5895389,188.5099467
,505,15230,3,15456.01991,16108.6063,878.6063034,652.5863927,226.0199106
,506,15252,3,15680.55338,16108.31967,856.3196719,427.7662913,428.5533806
,507,15283,28,15442.62456,15743.88192,460.8819246,301.2573651,159.6245595
,508,15314,17,15675.44847,15980.89569,666.895688,305.4472131,361.4484749
,509,15336,31,15383.07441,16214.81115,878.8111464,831.7367372,47.07440918
,510,15367,31,16226.19788,17112.64529,1745.645286,886.447404,859.1978817
,511,15395,31,15863.02778,16583.22914,1188.229138,720.2013607,468.027777
,512,15426,9,15522.54015,15966.50073,540.5007309,443.9605838,96.54014709
,513,15454,20,15614.58954,16280.82448,826.8244824,666.2349435,160.5895389
,514,15483,3,15691.62646,16408.68294,925.6829436,717.0564831,208.6264605
,515,15509,5,15553.55334,15867.25702,358.2570207,313.7036818,44.55333882
,516,15535,16,15856.75923,16131.67194,596.6719402,274.9127134,321.7592268
,517,15572,5,15669.04638,16544.2355,972.2355031,875.1891224,97.04638066
,518,15612,8,15630.86796,16296.11153,684.1115267,665.2435644,18.86796226
,519,15644,8,15965.16818,16280.17453,636.1745294,315.0063491,321.1681802
,520,15675,16,15818.22011,15885.33941,210.3394071,67.11929678,143.2201103
,521,15702,23,15793.21403,16215.51724,513.5172426,422.3032086,91.21403401
,522,15726,26,15953.24656,16538.38672,812.3867163,585.1401542,227.2465621
,523,15755,25,15880.4193,16216.85503,461.8550261,336.4357294,125.4192968
,524,15778,25,16025.42676,16604.43453,826.4345288,579.007772,247.4267568
,525,15811,25,16294.69929,16820.19429,1009.194291,525.4950047,483.6992867
,526,15843,25,16164.25379,16741.29539,898.2953867,577.041593,321.2537938
,527,15880,25,15968.64536,17102.42929,1222.429291,1133.78393,88.64536085
,528,15915,25,16745.11806,17078.7421,1163.742104,333.6240399,830.1180639
,529,15944,25,16030.97701,16672.93184,728.9318355,641.9548271,86.97700846
,530,15963,9,16247.48199,16686.21311,723.2131103,438.731125,284.4819854
,531,15988,25,16272.69282,16985.32526,997.3252607,712.6324438,284.6928169
,532,16017,7,16224.76188,16408.98186,391.9818601,184.2199772,207.7618829
,533,16052,16,16316.54678,17135.68902,1083.689017,819.1422343,264.5467823
,534,16078,7,16325.34001,17418.37706,1340.377059,1093.037053,247.3400054
,535,16105,17,16465.13609,16657.39112,552.3911243,192.2550389,360.1360854
,536,16133,32,16449.80909,17431.583,1298.582996,981.7739047,316.8090908
,537,16168,3,16260.80086,16739.7852,571.7852042,478.9843421,92.80086206
,538,16198,32,16727.06049,16902.17474,704.1747365,175.1142484,529.060488
,539,16226,32,16397.33009,16785.2489,559.2488967,387.9188059,171.3300908
,540,16260,31,16617.35836,17504.35329,1244.35329,886.9949267,357.3583636
,541,16289,23,16632.08308,17361.93306,1072.933065,729.8499846,343.0830803
,542,16322,2,16429.93517,16789.96989,467.9698863,360.0347205,107.9351657
,543,16358,2,17085.70598,17752.90685,1394.906854,667.2008693,727.7059846
,544,16387,2,16902.18637,17636.46289,1249.462889,734.2765147,515.186374
,545,16415,2,16592.28226,16754.39642,339.3964181,162.1141573,177.2822608
,546,16453,2,17002.33141,17363.94585,910.9458474,361.6144356,549.3314118
,547,16488,10,16660.36299,16815.78821,327.7882122,155.4252232,172.3629891
,548,16516,10,17120.06953,17478.47712,962.4771216,358.4075892,604.0695324
,549,16551,10,17635.41182,17757.00541,1206.005407,121.5935854,1084.411822
,550,16582,9,16642.41523,17301.29306,719.2930638,658.8778339,60.41522987
,551,16619,17,17029.80531,17692.31946,1073.319457,662.5141508,410.8053067
,552,16643,28,16692.16299,17385.78249,742.7824864,693.6194922,49.16299421
,553,16671,32,16782.44123,17190.28924,519.289244,407.8480109,111.441233
,554,16701,28,17179.94154,17281.18382,580.183825,101.2422837,478.9415413
,555,16725,6,16758,17223.2956,498.295605,465.295605,33
,556,16757,6,17107.05142,17689.27217,932.2721733,582.2207485,350.0514248
,557,16789,6,17106.00158,17509.27816,720.2781573,403.27658,317.0015773
,558,16814,6,17247.66577,17349.02158,535.0215788,101.3558089,433.6657699
,559,16852,2,17213.61444,17616.82158,764.8215783,403.2071428,361.6144356
,560,16884,25,17127.58366,17544.7479,660.7478974,417.1642362,243.5836612
,561,16916,18,17104.2153,17388.15368,472.1536758,283.9383736,188.2153022
,562,16945,18,17314.49966,17980.17901,1035.179014,665.6793522,369.4996617
,563,16983,18,17644.47865,18156.16019,1173.160188,511.6815416,661.4786467
,564,17015,18,17149.45073,17598.21459,583.2145922,448.7638577,134.4507345
,565,17044,31,17062.68154,17560.04459,516.0445882,497.3630465,18.68154169
,566,17081,10,17287.34922,17588.47544,507.4754379,301.1262194,206.3492186
,567,17119,6,17268.29844,17831.50356,712.503557,563.2051136,149.2984434
,568,17133,9,17176.56604,17769.54581,636.5458054,592.9797636,43.56604182
,569,17160,34,17376.39316,17946.5028,786.5027993,570.1096386,216.3931607
,570,17188,34,17532.39657,17869.40251,681.4025084,337.0059347,344.3965737
,571,17218,34,17689.59411,17772.135,554.1350041,82.54089895,471.5941051
,572,17244,34,17378.80727,17567.76494,323.7649371,188.9576672,134.8072698
,573,17284,34,17694.74566,17932.66372,648.6637165,237.9180531,410.7456634
,574,17308,34,18082.73673,18956.21827,1648.218269,873.4815396,774.7367295
,575,17334,28,17435.24228,18043.36069,709.3606932,608.1184095,101.2422837
,576,17355,20,17435.80223,18125.81817,770.8181695,690.0159418,80.80222769
,577,17386,20,17787.64661,17956.36235,570.3623481,168.7157373,401.6466108
,578,17415,18,17715.12831,18194.93035,779.9303484,479.8020425,300.1283059
,579,17449,20,17647.64541,17906.88276,457.8827557,259.237343,198.6454127
,580,17475,31,17610.30385,17735.30385,260.3038522,125,135.3038522
,581,17501,5,17698.8004,18516.4244,1015.424401,817.6239967,197.8004044
,582,17542,26,17767.00222,18099.02632,557.0263177,332.0240955,225.0022222
,583,17572,26,17821.20875,18543.26276,971.2627624,722.0540146,249.2087478
,584,17601,24,17880.01613,18880.44504,1279.445037,1000.428908,279.0161286
,585,17631,24,18550.13927,18776.45763,1145.457631,226.3183598,919.1392713
,586,17672,24,18323.7768,18982.82536,1310.825359,659.0485566,651.7768023
,587,17698,24,18699.23574,18885.57146,1187.571455,186.3357185,1001.235736
,588,17728,24,18241.43744,18573.71744,845.7174377,332.2800024,513.4374353
,589,17760,24,18534.75415,19279.84811,1519.848108,745.0939538,774.7541546
,590,17784,24,18149.96175,18614.61753,830.6175332,464.6557866,365.9617466
,591,17818,24,18266.77723,18455.56547,637.5654687,188.7882412,448.7772276
,592,17859,24,18323.03987,18695.19172,836.1917197,372.1518507,464.039869
,593,17895,24,18101.52603,18401.57436,506.5743569,300.0483294,206.5260274
,594,17916,24,18711.12137,19238.78983,1322.789831,527.6684565,795.1213744
,595,17940,24,18189.80793,18723.71148,783.7114756,533.9035493,249.8079262
,596,17968,24,18490.12834,18838.56054,870.5605396,348.4322029,522.1283367
,597,18002,24,18533.50729,18891.5017,889.501704,357.9944134,531.5072906
,598,18035,24,18682.13832,19279.35603,1244.356032,597.2177157,647.138316
,599,18063,24,18199.29747,18806.12281,743.1228143,606.8253455,136.2974688
,600,18085,24,18720.47227,19397.95068,1312.950678,677.4784129,635.4722653
,601,18119,24,18705.28491,19394.18113,1275.181132,688.8962186,586.2849137
,602,18151,18,18632.44886,19324.95228,1173.952285,692.5034296,481.448855
,603,18182,5,18609.26338,19210.3108,1028.310804,601.0474191,427.2633848
,604,18217,34,18316.63935,19480.3253,1263.325304,1163.685954,99.63934966
,605,18248,26,18626.82582,19002.32016,754.3201583,375.4943408,378.8258175
,606,18276,28,18373.49872,18792.17879,516.1787867,418.6800688,97.49871794
,607,18310,20,18460.69506,18821.31951,511.3195147,360.6244584,150.6950563
,608,18339,28,18621.93639,18886.39811,547.3981061,264.4617175,282.9363886
,609,18359,2,18726.57584,19186.59323,827.5932335,460.017391,367.5758425
,610,18387,2,18720.41866,19004.34294,617.3429414,283.9242857,333.4186557
,611,18421,14,18498.16217,18916.58898,495.5889825,418.4268156,77.1621669
,612,18454,14,18932.73688,19505.53091,1051.530909,572.7940293,478.7368797
,613,18483,14,19114.81089,19872.47902,1389.479023,757.6681332,631.8108894
,614,18504,14,18814.64449,19385.35808,881.3580798,570.7135884,310.6444913
,615,18535,14,19271.46792,19877.63127,1342.631266,606.1633443,736.4679219
,616,18558,10,19095.24948,19770.48943,1212.489434,675.2399573,537.2494765
,617,18582,5,18746.53875,19602.63512,1020.635122,856.0963731,164.5387492
,618,18610,32,18950,19392.9763,782.9762973,442.9762973,340
,619,18641,32,18668.01851,19492.73968,851.7396772,824.721165,27.01851217
,620,18678,8,19445.08604,20064.20962,1386.209619,619.1235741,767.0860447
,621,18705,8,18891.5315,19020.8528,315.852804,129.3213053,186.5314987
,622,18727,8,19205.06694,20199.56832,1472.568324,994.5013826,478.0669409
,623,18765,20,19125.62446,20114.44244,1349.44244,988.8179812,360.6244584
,624,18787,9,18884.74457,18965.27406,178.2740628,80.5294977,97.74456507
,625,18823,9,19511.93033,20018.882,1195.882005,506.9516742,688.9303303
,626,18846,24,18999.63919,19331.12222,485.1222189,331.4830312,153.6391877
,627,18870,28,19063.3727,19334.34133,464.34133,270.9686329,193.3726971
,628,18911,10,19298.76926,19501.9293,590.9292967,203.1600354,387.7692613
,629,18956,31,19118.5423,19713.45826,757.4582626,594.9159605,162.5423022
,630,18982,26,19364.95822,19826.89437,844.894365,461.9361428,382.9582223
,631,19012,32,19298.2726,19733.53114,721.5311412,435.2585439,286.2725974
,632,19034,31,19447.02058,20334.29111,1300.291114,887.2705337,413.0205806
,633,19062,11,19127.36819,19367.57643,305.576431,240.208243,65.36818798
,634,19087,11,19298.37644,19852.40983,765.4098339,554.0333925,211.3764414
,635,19112,11,19643.79789,19910.09284,798.0928432,266.2949493,531.7978939
,636,19146,11,19666.25475,19924.95341,778.9534117,258.6986664,520.2547453
,637,19174,11,19408.5549,19889.73054,715.7305412,481.1756436,234.5548976
,638,19214,11,19756.00092,19894.09147,680.0914725,138.09055,542.0009225
,639,19253,11,19906.93731,20478.39159,1225.391591,571.4542851,653.9373059
,640,19291,11,19752.34586,19980.20985,689.2098518,227.8639945,461.3458572
,641,19324,11,20014.75683,20613.87034,1289.870343,599.1135118,690.7568313
,642,19364,11,20164.80022,20737.67019,1373.670193,572.8699678,800.8002248
,643,19398,11,19546.38464,20037.73482,639.7348159,491.3501806,148.3846353
,644,19416,11,19935.02986,20327.25684,911.2568394,392.2269751,519.0298643
,645,19444,14,19655.29127,20582.92589,1138.925895,927.6346263,211.2912682
,646,19471,34,20024.91155,20463.37363,992.3736303,438.462085,553.9115453
,647,19496,9,19768.35638,20001.8173,505.8173017,233.4609175,272.3563842
,648,19532,8,19698.97305,20503.24477,971.244772,804.2717203,166.9730517
,649,19558,10,19681,19803.09013,245.0901306,122.0901306,123
,650,19595,3,19659.88451,19831.15039,236.150388,171.2658752,64.88451279
,651,19623,3,20185.22504,20901.23622,1278.236217,716.0111731,562.2250439
,652,19657,3,20261.79501,20576.9537,919.9536968,315.1586902,604.7950066
,653,19676,3,20027.96733,20652.98733,976.9873277,625.0199997,351.967328
,654,19709,26,19787.29432,20094.9971,385.9970952,307.7027787,78.29431652
,655,19735,9,19917.14829,20370.06992,635.069918,452.9216268,182.1482912
,656,19767,10,19977.34495,20549.85696,782.8569634,572.5120086,210.3449548
,657,19791,11,20136.86269,21003.91344,1212.913438,867.0507482,345.8626895
,658,19814,5,19938.80785,20579.76417,765.7641691,640.9563168,124.8078523
,659,19839,28,20012.34936,20285.10199,446.1019934,272.7526352,173.3493582
,660,19868,28,20316.84853,20874.37341,1006.373414,557.5248873,448.8485268
,661,19894,20,20016.67437,20253.07445,359.0744503,236.4000846,122.6743657
,662,19912,18,20140.60009,20908.40801,996.4080062,767.8079187,228.6000875
,663,19945,34,19978.24154,20099.19194,154.1919433,120.9504031,33.24154028
,664,19976,4,20074.24968,20295.792,319.7920029,221.542321,98.24968193
,665,20002,4,20614.13397,20788.2058,786.2057965,174.0718243,612.1339723
,666,20034,4,20325.49614,20762.10237,728.1023705,436.6062299,291.4961406
,667,20070,4,20464.08755,20626.17395,556.1739504,162.0863967,394.0875537
