,Order Index,Order-in Time,Rider Index,Rider Arrives at Restaurant,Order Delivered Time,Waiting Time,DT,Time taken before delivery = t.riderReachesRestaurant - t.orderIn
,668,20097,4,20664.24245,21158.85847,1061.858465,494.6160127,567.2424526
,669,20124,4,20497.42335,21230.58773,1106.587727,733.1643745,373.4233522
,670,20145,4,20870.11034,21756.6931,1611.693102,886.5827655,725.1103364
,671,20170,4,20237.1193,20963.12894,793.1289386,726.0096418,67.11929678
,672,20204,4,20647.38358,21036.69066,832.6906579,389.3070767,443.3835811
,673,20234,4,20958.54123,21087.61873,853.6187303,129.0774961,724.5412342
,674,20267,4,20904.13499,21492.5855,1225.585501,588.4505077,637.1349935
,675,20301,4,20444.89232,21199.27419,898.274187,754.3818662,143.8923209
,676,20336,3,20623.69602,20937.71035,601.710351,314.0143309,287.6960201
,677,20368,34,20701.24165,21439.44556,1071.445555,738.2039014,333.2416541
,678,20392,18,20629.25514,21023.6065,631.6065031,394.3513662,237.2551369
,679,20424,20,20510.92526,21146.82226,722.8222595,635.8970042,86.92525525
,680,20446,14,20773.24914,21320.0983,874.0982971,546.8491565,327.2491406
,681,20483,5,20843.94321,20944.16796,461.1679563,100.2247474,360.9432088
,682,20506,10,20681.85505,21100.54109,594.5410938,418.6860399,175.855054
,683,20537,5,20975.99478,21488.60477,951.604766,512.6099882,438.9947778
,684,20555,24,21175.24914,21544.33992,989.3399182,369.0907747,620.2491435
,685,20579,24,20800.02036,21259.80836,680.8083557,459.7879946,221.0203611
,686,20603,18,20819.71623,21224.83967,621.8396652,405.123438,216.7162272
,687,20633,32,20758.49502,21188.6694,555.6694031,430.1743832,125.4950198
,688,20664,22,20754.08885,21534.93006,870.9300581,780.8412131,90.08884504
,689,20697,22,21056.28958,21510.8223,813.8223039,454.5327271,359.2895768
,690,20733,22,21127.82275,21965.2199,1232.219903,837.3971579,394.822745
,691,20759,22,21379.93639,21768.38072,1009.380723,388.4443332,620.9363897
,692,20787,22,21530.27451,22016.76603,1229.766033,486.491521,743.2745119
,693,20823,22,21305.912,21883.46286,1060.462864,577.5508636,482.9120003
,694,20852,22,21318.00966,21936.0493,1084.049299,618.0396427,466.0096566
,695,20881,22,21164.62123,21254.89304,373.8930381,90.27181177,283.6212263
,696,20918,22,21264.93083,21695.2284,777.2284003,430.2975715,346.9308288
,697,20951,22,21128.07908,21333.72927,382.7292668,205.6501884,177.0790784
,698,20989,22,21839.74673,22507.05925,1518.059251,667.3125205,850.7467308
,699,21019,32,21415.21459,22223.48744,1204.487438,808.27285,396.2145883
,700,21048,22,21586.91094,22227.28661,1179.28661,640.375671,538.9109388
,701,21083,24,21119.24914,21436.175,353.1749968,316.9258588,36.24913792
,702,21112,26,21160.01042,21809.13367,697.1336704,649.1232549,48.01041554
,703,21153,26,21544.46136,21942.38221,789.382211,397.9208464,391.4613646
,704,21190,4,21768.47818,22093.66428,903.6642765,325.1861006,578.4781759
,705,21214,28,21452.66504,21869.83646,655.8364648,417.1714276,238.6650372
,706,21247,24,21458.83484,22150.69682,903.6968218,691.8619805,211.8348413
,707,21267,20,21300.97058,21769.84583,502.8458254,468.8752499,33.9705755
,708,21302,20,21492.71707,21621.79069,319.7906903,129.0736224,190.7170679
,709,21334,34,21354.61553,21706.3896,372.3896034,351.7740752,20.61552813
,710,21370,32,21428.60034,21971.46865,601.4686495,542.8683082,58.6003413
,711,21404,20,21874.53737,22623.47328,1219.473285,748.9359118,470.5373732
,712,21433,18,21661.12277,22027.2061,594.2060978,366.0833238,228.122774
,713,21466,26,21780.5314,22397.67077,931.6707659,617.1393684,314.5313975
,714,21504,34,21559.60576,21699.32333,195.3233274,139.7175723,55.6057551
,715,21526,4,21789.398,22239.5091,713.5090951,450.1110974,263.3979977
,716,21550,5,21917.48333,22466.17086,916.1708579,548.6875249,367.483333
,717,21574,28,21967.19334,22288.74582,714.7458207,321.5524841,393.1933367
,718,21604,9,21699.21029,21887.71228,283.7122829,188.5019894,95.21029356
,719,21630,9,22165.2392,22889.73696,1259.736956,724.4977571,535.2391989
,720,21666,9,21789.6572,21990.76663,324.7666278,201.109423,123.6572048
,721,21704,34,21867.35544,22332.31243,628.3124279,464.9569873,163.3554407
,722,21732,18,21961.08801,22121.67755,389.6775491,160.5895389,229.0880102
,723,21765,33,21824.66574,22810.06312,1045.063117,985.3973818,59.66573556
,724,21791,33,22331.34156,23181.43391,1390.433907,850.0923479,540.3415586
,725,21822,33,22295.76471,22661.49275,839.4927506,365.728041,473.7647095
,726,21852,33,22884.82186,23516.97533,1664.975325,632.1534624,1032.821863
,727,21878,33,22082.78769,22867.92017,989.9201678,785.1324729,204.7876949
,728,21900,11,22044.12495,22213.13678,313.1367797,169.0118339,144.1249458
,729,21924,11,22337.64961,22784.15717,860.1571689,446.5075587,413.6496102
,730,21953,33,22512.65882,22543.46467,590.4646682,30.8058436,559.6588246
,731,21985,32,22078.08598,22671.06575,686.0657453,592.9797636,93.08598176
,732,22013,22,22232.02055,23083.78577,1070.785773,851.7652259,219.020547
,733,22036,9,22101.29931,22739.26248,703.262476,637.9631651,65.29931087
,734,22063,33,22375.49416,22935.01717,872.0171685,559.5230111,312.4941573
,735,22091,28,22214.66487,22770.48948,679.4894823,555.8246126,123.6648697
,736,22122,18,22226.7855,22638.39939,516.3993919,411.6138968,104.7854952
,737,22158,34,22426.90446,23029.99732,871.9973174,603.0928618,268.9044556
,738,22183,11,22517.52354,22810.43308,627.4330841,292.9095424,334.5235418
,739,22207,31,22389.38695,22653.2695,446.2695009,263.8825496,182.3869513
,740,22242,31,23255.89003,23973.95967,1731.959668,718.0696345,1013.890033
,741,22277,10,22349.91776,23042.14099,765.1409918,692.2232299,72.9177619
,742,22315,10,22578.13875,22820.34527,505.3452701,242.2065234,263.1387467
,743,22347,10,22911.00355,23872.99575,1525.99575,961.9922037,564.0035461
,744,22374,26,22649.20356,23083.70788,709.7078763,434.5043153,275.203561
,745,22397,31,22784.57193,23154.87181,757.8718073,370.2998785,387.5719288
,746,22422,21,22511.26926,22759.04536,337.0453642,247.7761086,89.26925563
,747,22455,21,22971.73688,23200.97911,745.9791069,229.24223,516.7368769
,748,22491,21,23053.18591,23672.98265,1181.982653,619.7967409,562.1859123
,749,22524,21,22729.34118,23165.38017,641.3801686,436.0389891,205.3411795
,750,22555,21,22771.45554,23089.07166,534.0716587,317.6161205,216.4555382
,751,22585,21,23100.88565,23314.2445,729.2444989,213.3588526,515.8856462
,752,22603,21,22759.16017,22948.94163,345.9416274,189.7814533,156.1601742
,753,22642,21,23134.22048,23517.69147,875.6914688,383.4709898,492.2204791
,754,22671,21,23115.99438,23588.2242,917.2241989,472.2298169,444.994382
,755,22702,21,23067.12601,23394.93388,692.9338762,327.8078706,365.1260056
,756,22739,21,22916.79201,23467.10556,728.1055603,550.313547,177.7920133
,757,22769,21,23261.68651,23498.22192,729.2219225,236.5354096,492.6865129
,758,22795,21,23309.86892,24012.60927,1217.609266,702.7403503,514.8689154
,759,22836,21,23043.96634,23270.35097,434.3509719,226.3846285,207.9663434
,760,22865,21,23577.63244,23956.88566,1091.885657,379.2532136,712.6324438
,761,22898,21,23343.75554,23670.84115,772.8411541,327.0856157,445.7555384
,762,22928,21,23344.53451,24147.77047,1219.770468,803.2359554,416.5345124
,763,22957,21,23765.13922,24163.16686,1206.166858,398.0276372,808.1392207
,764,22990,21,23446.2324,24159.13141,1169.131408,712.8990111,456.2323969
,765,23020,21,23633.17616,23784.99513,764.9951285,151.8189711,613.1761574
,766,23048,21,23642.22639,24387.35792,1339.35792,745.131532,594.2263878
,767,23075,21,23907.21452,24000.21989,925.2198918,93.00537619,832.2145156
,768,23104,21,24141.18272,24233.37817,1129.378167,92.19544457,1037.182723
,769,23139,21,23923.19959,24756.82601,1617.826007,833.6264151,784.1995919
,770,23163,21,24166.7151,24914.21761,1751.217607,747.5025084,1003.715099
,771,23190,21,23367.58941,24323.74474,1133.744736,956.1553221,177.5894141
,772,23220,31,23610.5701,24551.50155,1331.50155,940.9314534,390.5700961
,773,23255,28,23343.39118,23533.6778,278.6778019,190.2866259,88.39117603
,774,23283,28,23692.0379,24452.14841,1169.148414,760.1105183,409.0378956
,775,23308,33,23377.46222,23960.41419,652.4141905,582.9519706,69.46221995
,776,23326,20,23562.7636,23627.39331,301.3933097,64.62971453,236.7635952
,777,23351,14,23403.61179,24314.3236,963.3235953,910.7118095,52.61178575
,778,23376,14,23693.20025,23935.69561,559.695613,242.4953608,317.2002522
,779,23408,14,23453.31004,24084.30053,676.3005342,630.9904912,45.31004304
,780,23432,14,23771.03687,24459.13933,1027.139334,688.1024633,339.0368712
,781,23464,3,23525.09828,24052.13623,588.1362308,527.0379493,61.09828148
,782,23486,3,24172.88354,24830.07529,1344.075295,657.1917528,686.8835418
,783,23519,3,24395.47704,25299.57493,1780.574932,904.0978929,876.4770391
,784,23555,20,24008.03973,24629.03571,1074.035708,620.9959742,453.0397334
,785,23581,11,23715.34657,23958.74952,377.7495248,243.4029581,134.3465668
,786,23612,11,23661,24447.49857,835.4985696,786.4985696,49
,787,23647,18,23798.15886,23909.41082,262.4108231,111.2519663,151.1588568
,788,23669,18,24079.23895,24440.4508,771.450804,361.2118492,410.2389548
,789,23694,9,24198.53642,24611.92244,917.922439,413.3860181,504.5364209
,790,23728,18,23969.40008,24207.8031,479.803103,238.4030201,241.4000829
,791,23754,33,24098.74628,24566.21821,812.2182078,467.4719243,344.7462835
,792,23789,34,24115.93119,24450.68632,661.6863198,334.7551344,326.9311854
,793,23819,34,23841.02272,24014.92211,195.9221117,173.8993962,22.02271555
,794,23847,26,23990.12233,24785.38895,938.3889473,795.266622,143.1223253
,795,23875,9,24119.96939,24744.52123,869.5212252,624.5518393,244.9693858
,796,23905,8,24089.56977,24586.87853,681.8785272,497.3087572,184.56977
,797,23938,8,24415.3814,25129.86373,1191.863729,714.4823301,477.3813989
,798,23967,8,24679.05688,24856.23476,889.2347565,177.1778767,712.0568798
,799,24002,8,24606.62302,25275.53632,1273.536321,668.9132978,604.623023
,800,24042,11,24468.35783,25169.92251,1127.922511,701.5646798,426.3578309
,801,24071,26,24234.68873,25253.02905,1182.029045,1018.340316,163.688729
,802,24088,22,24233.24806,25177.96442,1089.964423,944.7163595,145.2480637
,803,24117,18,24234.66935,24589.18451,472.1845123,354.5151619,117.6693504
,804,24147,14,24262.67627,24601.0385,454.0385044,338.3622319,115.6762724
,805,24173,20,24398.1444,24934.79419,761.7941908,536.6497927,225.1443981
,806,24217,31,24431.74171,24710.06705,493.0670545,278.3253492,214.7417053
,807,24253,34,24655.58788,25287.63851,1034.638509,632.0506309,402.5878786
,808,24277,5,24395.96218,25073.88327,796.8832657,677.9210869,118.9621789
,809,24311,5,25148.0006,26006.7002,1695.700196,858.6995982,837.0005974
,810,24345,28,24649.13977,24757.1444,412.1444,108.0046295,304.1397705
,811,24375,32,24555.27756,25317.68494,942.6849352,762.4073714,180.2775638
,812,24412,32,24996.70933,25343.68483,931.684833,346.9755035,584.7093295
,813,24434,22,24888.74059,25131.08951,697.0895074,242.348922,454.7405854
,814,24460,9,24869.30005,25735.26079,1275.260787,865.9607381,409.3000491
,815,24484,8,24682.03535,25120.90777,636.9077692,438.8724188,198.0353504
,816,24516,3,24767.62075,25259.68273,743.6827343,492.061988,251.6207464
,817,24552,18,24808.18451,25526.6732,974.6732039,718.4886916,256.1845123
,818,24568,21,24760.89894,25253.97601,685.9760104,493.0770731,192.8989373
,819,24602,32,24824.3803,25264.01879,662.0187927,439.6384879,222.3803049
,820,24622,14,24908.51352,25619.37568,997.3756776,710.8621526,286.513525
,821,24657,33,24795.52076,25593.49945,936.499453,797.9786965,138.5207566
,822,24687,22,24879.62658,25432.39416,745.394164,552.7675823,192.6265818
,823,24719,28,24938.02055,25025.47911,306.4791086,87.45856162,219.020547
,824,24749,28,25022.43555,25497.08279,748.0827895,474.6472374,273.4355521
,825,24776,31,25025.70382,25516.89116,740.8911615,491.187337,249.7038246
,826,24802,20,25038.21177,25690.42646,888.426458,652.2146886,236.2117694
,827,24825,21,25126.92701,25450.238,625.2380018,323.3109958,301.927006
,828,24854,2,24992.7732,25808.32516,954.3251566,815.5519603,138.7731963
,829,24894,2,25339.41778,26089.90096,1195.900959,750.4831777,445.4177814
,830,24934,2,25929.17335,26779.28511,1845.285109,850.1117574,995.1733517
,831,24957,2,25398.97737,25742.79419,785.7941867,343.8168117,441.977375
,832,24987,2,25461.33743,25890.85111,903.8511111,429.5136785,474.3374326
,833,25019,2,25490.70542,26025.99226,1006.992256,535.286839,471.7054165
,834,25051,15,25167.67476,25895.98788,844.9878811,728.3131195,116.6747616
,835,25074,15,25661.88179,26192.92793,1118.927928,531.0461374,587.8817908
,836,25102,15,25736.28464,26420.64784,1318.647844,684.3632077,634.2846364
,837,25131,15,25271.08926,25403.4675,272.4675032,132.3782459,140.0892573
,838,25158,15,25621.90732,26137.58939,979.5893909,515.6820726,463.9073183
,839,25182,15,25901.13629,26584.481,1402.481003,683.3447154,719.1362875
,840,25209,15,25565.88654,25995.08346,786.0834611,429.1969245,356.8865366
,841,25231,15,25958.26955,26944.97315,1713.973154,986.7036029,727.2695511
,842,25258,15,25953.6903,26289.87627,1031.876265,336.1859604,695.6903047
,843,25289,32,25307.38478,25698.09311,409.0931074,390.7083311,18.38477631
,844,25320,26,25387.89698,26178.96019,858.9601894,791.0632086,67.89698079
,845,25348,5,25744.91939,26145.60131,797.601306,400.6819187,396.9193873
,846,25376,31,25391.52417,26217.03008,841.0300802,825.5059055,15.5241747
,847,25414,15,25838.67517,26685.89238,1271.892379,847.2172095,424.67517
,848,25447,28,25625.39881,25856.48537,409.4853695,231.0865639,178.3988057
,849,25481,22,25652.49344,26206.3752,725.3751964,553.8817563,171.4934401
,850,25513,21,25693.05555,26431.66505,918.6650514,738.6095044,180.055547
,851,25546,6,25629.38465,25836.48366,290.483661,207.0990101,83.38465087
,852,25578,6,26438.18835,26571.51877,993.5187681,133.3304166,860.1883515
,853,25601,6,26233.06091,26786.26702,1185.267025,553.2061099,632.0609148
,854,25636,6,25772.62357,26173.29426,537.2942582,400.6706877,136.6235704
,855,25670,6,26070.55087,26906.26972,1236.269723,835.7188522,400.5508707
,856,25694,6,26345.23421,26719.47077,1025.470769,374.2365562,651.2342129
,857,25731,6,26548.48517,26605.80009,874.8000876,57.31491952,817.4851681
,858,25770,6,26012.0124,26363.08219,593.08219,351.0697936,242.0123964
,859,25802,6,25972.95029,26312.98705,510.9870479,340.0367627,170.9502852
,860,25827,6,26084.39075,26472.56211,645.5621074,388.1713539,257.3907535
,861,25859,2,26375.462,26727.10529,868.1052876,351.6432852,516.4620025
,862,25880,5,26428.82055,26825.68955,945.6895496,396.868996,548.8205536
,863,25910,6,26092.27452,26420.29891,510.2989076,328.0243893,182.2745182
,864,25939,28,26313.59845,27071.09169,1132.091686,757.4932343,374.5984517
,865,25970,20,26184.25452,27018.04886,1048.048861,833.7943392,214.2545215
,866,25995,6,26300.72722,26908.88017,913.8801657,608.1529413,305.7272244
,867,26037,26,26507.21803,26964.80518,927.8051847,457.5871502,470.2180345
,868,26074,4,26365.02921,27138.43725,1064.437251,773.4080424,291.0292082
,869,26109,4,26747.78948,27262.27758,1153.277575,514.4880951,638.7894802
,870,26138,4,26659.52948,27101.6392,963.6391963,442.1097149,521.5294814
,871,26164,4,27058.49259,27265.53124,1101.531237,207.0386437,894.4925936
,872,26184,11,26337.55129,26915.80124,731.8012403,578.249946,153.5512944
,873,26220,8,26914.82156,27699.33415,1479.334147,784.5125875,694.8215598
,874,26252,32,26438.14242,26633.87693,381.8769327,195.7345141,186.1424186
,875,26280,34,26324.92215,26687.15551,407.1555051,362.2333502,44.92215489
,876,26306,34,26903.09714,27899.49516,1593.495157,996.3980128,597.0971445
,877,26338,11,26724.87466,26968.72707,630.7270711,243.8524144,386.8746567
,878,26370,32,26734.24717,27461.15432,1091.154316,726.9071468,364.2471688
,879,26397,2,26594.03748,27532.9837,1135.9837,938.9462178,197.0374817
,880,26425,15,26807.41339,26896.01361,471.0136146,88.60022573,382.4133889
,881,26451,11,26598.1054,27251.31441,800.3144062,653.2090018,147.1054044
,882,26488,8,26748.49952,27370.58151,882.5815083,622.0819882,260.4995202
,883,26517,14,26766.57564,27150.08574,633.085744,383.5101042,249.5756398
,884,26546,14,26611.00769,27361.64809,815.6480851,750.6403933,65.00769185
,885,26571,15,26872.74529,27594.09126,1023.091257,721.3459642,301.745293
,886,26592,21,26684.64988,27594.85974,1002.859744,910.2098659,92.64987858
,887,26622,17,26796.82849,27456.90424,834.9042406,660.0757532,174.8284874
,888,26642,17,26986.47206,27380.72705,738.7270535,394.2549936,344.4720598
,889,26671,17,27118.23596,27936.46392,1265.463919,818.2279633,447.2359556
,890,26707,17,27211.77718,27422.38582,715.3858204,210.6086418,504.7771786
,891,26725,17,27343.02589,28087.78692,1362.786925,744.7610355,618.0258894
,892,26759,17,27180.15318,27918.69905,1159.699047,738.5458686,421.1531788
,893,26790,17,27244.76258,27619.73591,829.7359078,374.9733324,454.7625754
,894,26812,17,27051.79366,28046.41118,1234.411176,994.6175144,239.7936613
,895,26842,17,27532.01159,27894.14969,1052.149689,362.1380952,690.0115941
,896,26872,4,27087.23243,27830.86944,958.8694407,743.6370082,215.2324325
,897,26902,17,27603.17116,27802.42226,900.422261,199.2510979,701.1711631
,898,26930,14,27274.206,27986.11752,1056.117515,711.9115114,344.2060039
,899,26949,0,27208.78838,27651.61227,702.6122682,442.8238928,259.7883754
,900,26979,0,27569.08135,27899.62333,920.6233295,330.5419792,590.0813503
,901,27009,0,28004.20701,28420.41009,1411.410089,416.2030754,995.2070136
,902,27027,0,27393.89508,28119.69533,1092.695328,725.800248,366.8950804
,903,27057,0,27832.32767,28136.35728,1079.357276,304.0296038,775.3276727
,904,27090,0,27407.18922,27679.5199,589.5198993,272.3306813,317.189218
,905,27116,0,27578.39053,28654.61077,1538.610765,1076.220238,462.3905276
,906,27152,0,28031.01422,28992.53385,1840.533851,961.5196306,879.0142206
,907,27186,0,27498.43079,27620.23391,434.2339122,121.8031198,312.4307923
,908,27208,0,27523.35694,27776.95899,568.9589911,253.6020505,315.3569406
,909,27238,0,27339.76935,28105.04707,867.0470744,765.2777274,101.7693471
,910,27270,0,28037.71153,28493.7521,1223.752103,456.0405684,767.7115344
,911,27296,0,27490.20093,27508.3117,212.3116972,18.11077028,194.2009269
,912,27310,0,27475.52945,28003.67053,693.6705332,528.1410796,165.5294536
,913,27334,0,28117.01596,28984.38901,1650.38901,867.3730455,783.0159641
,914,27366,0,28078.44509,28448.64098,1082.64098,370.1958941,712.4450856
,915,27391,0,27702.49478,28237.046,846.0459969,534.5512136,311.4947833
,916,27424,0,27462.83298,27820.7785,396.7785023,357.9455266,38.83297568
,917,27458,34,27557.36297,28479.17911,1021.179113,921.8161422,99.36297097
,918,27491,0,27727.2795,28355.20067,864.2006689,627.9211734,236.2794955
,919,27521,8,27796.61023,27960.80524,439.805238,164.195006,275.610232
,920,27542,17,27705.62457,28188.77362,646.7736156,483.1490453,163.6245703
,921,27575,26,27807.22834,28199.64903,624.6490285,392.4206926,232.2283359
,922,27609,18,27727.10588,27742.13918,133.1391811,15.03329638,118.1058847
,923,27638,18,27892.71945,28127.97676,489.9767595,235.2573059,254.7194535
,924,27676,18,28168.20524,28536.6072,860.6071961,368.4019544,492.2052417
,925,27714,18,28416.49626,29292.30903,1578.309029,875.8127654,702.4962633
,926,27736,26,28093.99721,28607.72573,871.7257342,513.7285275,357.9972067
,927,27768,32,27951.83144,28254.38888,486.3888771,302.5574326,183.8314445
,928,27795,20,27942.08501,28844.87458,1049.874575,902.7895657,147.0850094
,929,27825,6,28013.80943,28392.21265,567.2126518,378.4032241,188.8094277
,930,27855,32,28127.80029,29056.82667,1201.826665,929.0263721,272.8002933
,931,27888,6,28345.52596,28775.67942,887.6794165,430.153461,457.5259555
,932,27913,23,28124.28654,28348.4695,435.4694963,224.182961,211.2865353
,933,27930,23,28608.00295,28837.10773,907.1077294,229.1047795,678.0029498
,934,27964,23,28208.66303,29156.90984,1192.909837,948.2468033,244.6630336
,935,27994,23,28781.155,29546.30205,1552.302048,765.1470447,787.1550038
,936,28022,23,28855.56164,29384.4898,1362.489797,528.9281615,833.5616354
,937,28042,23,28928.35546,29206.78139,1164.781392,278.4259327,886.3554592
,938,28066,23,28488.05805,29228.21006,1162.210064,740.1520114,422.0580529
,939,28093,23,28880.12134,29475.49181,1382.49181,595.3704729,787.1213375
,940,28115,23,28826.46188,28918.54879,803.5487908,92.08691547,711.4618753
,941,28150,23,28340.7092,29051.87726,901.877256,711.1680533,190.7092027
,942,28187,23,28237.24938,28873.70283,686.7028328,636.4534547,50.24937811
,943,28214,5,28262.83646,28681.86987,467.8698733,419.0334116,48.83646179
,944,28249,5,28618.04336,29042.63375,793.6337487,424.5903908,369.0433579
,945,28287,5,28706.77732,29008.04962,721.049624,301.2723021,419.7773219
,946,28319,0,28563.81217,29399.54538,1080.545384,835.733211,244.8121729
,947,28354,20,28536.01648,28744.82261,390.8226129,208.8061302,182.0164828
,948,28383,6,28547.76954,28920.60864,537.6086434,372.8391074,164.769536
,949,28407,20,28451.04543,29151.94913,744.9491335,700.9037024,44.04543109
,950,28441,34,28580.51702,29338.05844,897.0584421,757.541418,139.5170241
,951,28468,21,28784.83592,29510.37158,1042.371584,725.5356642,316.8359197
,952,28503,17,28692.56002,29268.62425,765.6242494,576.0642325,189.5600169
,953,28533,26,28673.89003,29467.26888,934.2688783,793.3788502,140.890028
,954,28575,15,28681.21205,28916.5841,341.584098,235.3720459,106.212052
,955,28608,15,28709.55294,29117.88859,509.8885881,408.3356463,101.5529419
,956,28647,15,28953.41475,29188.24448,541.2444771,234.8297255,306.4147516
,957,28672,21,28975.64453,29649.32175,977.3217514,673.6772224,303.644529
,958,28699,31,29004.10326,29617.8915,918.8914983,613.7882371,305.1032612
,959,28727,31,29276.00364,29952.39406,1225.394063,676.3904198,549.003643
,960,28757,2,28921.14932,29577.79839,820.7983914,656.6490691,164.1493223
,961,28781,2,29087.3152,29804.71606,1023.716061,717.4008642,306.3151971
,962,28814,31,28952.351,29574.23524,760.2352365,621.8842336,138.3510029
,963,28838,23,28978.80128,29552.39085,714.3908529,573.5895745,140.8012784
,964,28879,18,29010.85598,29608.02597,729.0259746,597.1699925,131.855982
,965,28910,5,29103.68015,29845.92135,935.9213494,742.2412007,193.6801487
,966,28942,0,29391.75549,29861.02833,919.0283309,469.2728417,449.7554891
,967,28968,34,29181.60009,29728.73262,760.7326187,547.1325251,213.6000936
,968,29000,31,29241.26433,29973.4617,973.4617043,732.1973778,241.2643265
,969,29023,15,29345.14903,29566.00645,543.0064539,220.8574201,322.1490338
,970,29052,14,29075.34524,30299.49596,1247.495961,1224.150726,23.34523506
,971,29072,6,29503.91203,30333.24489,1261.244892,829.3328644,431.9120281
,972,29103,20,29398.33202,29502.35125,399.3512455,104.019229,295.3320166
,973,29137,17,29509.82838,30195.56958,1058.569584,685.7412048,372.8283787
,974,29165,18,29464.24073,29961.42178,796.4217828,497.1810535,299.2407293
,975,29193,23,29564.12335,29624.12335,431.1233516,60,371.1233516
,976,29229,11,29599.88003,29734.34564,505.3456435,134.465609,370.8800345
,977,29261,11,29830.56914,29927.61552,666.6155161,97.04638066,569.5691354
,978,29287,11,30003.88563,30561.23112,1274.23112,557.3454943,716.8856255
,979,29314,20,29645.88703,30019.48708,705.4870825,373.6000535,331.887029
,980,29338,24,29875.26902,30710.94479,1372.944795,835.6757744,537.2690201
,981,29367,24,29798.51941,30082.09127,715.091269,283.5718604,431.5194086
,982,29395,24,29610.23243,29989.35247,594.3524663,379.1200338,215.2324325
,983,29418,24,29680.60617,29764.92105,346.921055,84.31488599,262.606169
,984,29440,24,29712.53073,30144.18453,704.1845287,431.6537965,272.5307322
,985,29471,24,30139.7122,30960.29248,1489.292478,820.5802825,668.7121952
,986,29502,24,30148.30411,30492.36515,990.3651491,344.0610411,646.304108
,987,29531,24,30227.83068,30446.07825,915.0782483,218.2475659,696.8306824
,988,29567,24,29968.32904,30277.86418,710.8641774,309.5351353,401.3290421
,989,29600,2,30017.48054,30634.3152,1034.3152,616.8346618,417.4805385
,990,29628,11,29640.16553,30134.46301,506.4630063,494.2974813,12.16552506
,991,29660,5,29832.49058,30684.18653,1024.186535,851.6959551,172.4905795
,992,29695,15,29893.25236,30583.27048,888.2704801,690.0181157,198.2523644
,993,29733,10,29812.81228,30400.86755,667.8675493,588.0552695,79.81227976
,994,29770,10,30262.03658,31215.41584,1445.415837,953.379253,492.036584
,995,29796,10,30676.16589,31159.43497,1363.43497,483.2690762,880.1658935
,996,29824,10,30354.21977,30392.82028,568.8202839,38.60051813,530.2197658
,997,29852,10,30343.19039,30531.88326,679.8832629,188.6928721,491.1903908
,998,29876,10,30260.55169,30881.70948,1005.709477,621.1577899,384.551687
,999,29906,10,30175.02974,30548.05119,642.0511852,373.0214471,269.0297381